-0.213084,-0.232238,10.29746
-0.208296,-0.277727,10.01495
-0.237026,-0.277727,10.24479
-0.222661,-0.277727,10.1155
-0.186748,-0.325611,10.10353
-0.215478,-0.186748,10.17536
-0.234632,-0.260968,10.25437
-0.241814,-0.275333,10.13705
-0.234632,-0.232238,10.26394
-0.260968,-0.304064,10.16578
-0.138864,-0.301669,10.17536
-0.189142,-0.263362,10.16578
-0.232238,-0.349553,10.12987
-0.205901,-0.316035,10.14423
-0.246603,-0.265756,10.10114
-0.237026,-0.287304,10.09395
-0.169988,-0.328006,10.21366
-0.220267,-0.251391,10.21606
-0.19393,-0.275333,10.30225
-0.21069,-0.248997,10.22803
-0.169988,-0.301669,10.22803
-0.217872,-0.289698,10.17057
-0.225055,-0.246603,10.13705
-0.172383,-0.299275,10.18972
-0.23942,-0.25618,10.25676
-0.213084,-0.301669,10.19451
-0.189142,-0.28491,10.1179
-0.25618,-0.205901,10.21606
-0.25618,-0.316035,10.19691
-0.198719,-0.244209,10.20409
-0.208296,-0.325611,10.12508
-0.225055,-0.227449,10.15141
-0.184354,-0.292093,10.17057
-0.237026,-0.31364,10.08438
-0.196325,-0.304064,10.20888
-0.162806,-0.296881,10.20169
-0.213084,-0.289698,10.16099
-0.220267,-0.258574,10.14184
-0.203507,-0.234632,10.14663
-0.222661,-0.354342,10.19451
-0.265756,-0.294487,10.17775
-0.260968,-0.246603,10.27352
-0.241814,-0.258574,10.21606
-0.148441,-0.280122,10.16099
-0.232238,-0.289698,10.09874
-0.222661,-0.237026,10.13705
-0.23942,-0.213084,10.23521
-0.201113,-0.258574,10.17057
-0.25618,-0.316035,10.09874
-0.246603,-0.299275,10.13226
-0.203507,-0.282516,10.26634
-0.222661,-0.347159,10.25915
-0.19393,-0.241814,10.1993
-0.208296,-0.342371,10.19691
-0.217872,-0.268151,10.13466
-0.268151,-0.275333,10.18972
-0.225055,-0.272939,10.14184
-0.215478,-0.265756,10.25437
-0.246603,-0.299275,10.22085
-0.179565,-0.342371,10.21845
-0.246603,-0.220267,10.17536
-0.179565,-0.246603,10.21606
-0.162806,-0.3304,10.15381
-0.208296,-0.318429,10.12508
-0.251391,-0.229843,10.11311
-0.217872,-0.294487,10.15381
-0.222661,-0.225055,10.19212
-0.246603,-0.292093,10.24718
-0.198719,-0.344765,10.20888
-0.246603,-0.28491,10.22803
-0.222661,-0.270545,10.0748
-0.215478,-0.265756,10.21127
-0.196325,-0.299275,10.08198
-0.258574,-0.248997,10.21366
-0.198719,-0.337582,10.20888
-0.270545,-0.277727,10.2831
-0.248997,-0.253785,10.10832
-0.201113,-0.277727,10.19691
-0.167594,-0.280122,10.14423
-0.258574,-0.272939,10.21366
-0.150835,-0.28491,10.24479
-0.227449,-0.320823,10.14902
-0.234632,-0.318429,10.23761
-0.19393,-0.248997,10.17057
-0.258574,-0.325611,10.22085
-0.184354,-0.270545,10.21366
-0.198719,-0.270545,10.17296
-0.280122,-0.248997,10.16099
-0.220267,-0.294487,10.27112
-0.270545,-0.253785,10.1993
-0.241814,-0.270545,10.22324
-0.213084,-0.244209,10.15381
-0.203507,-0.251391,10.17296
-0.213084,-0.232238,10.18015
-0.184354,-0.316035,10.10593
-0.203507,-0.3304,10.26155
-0.167594,-0.234632,10.23282
-0.205901,-0.328006,10.16099
-0.167594,-0.368707,10.19212
-0.11971,-0.248997,10.08198
-0.244209,-0.304064,10.28788
-0.246603,-0.282516,10.15141
-0.258574,-0.299275,10.20888
-0.265756,-0.299275,10.18733
-0.227449,-0.263362,10.29746
-0.270545,-0.311246,10.20169
-0.217872,-0.270545,10.16578
-0.308852,-0.229843,10.23042
-0.237026,-0.272939,10.24239
-0.251391,-0.289698,10.18972
-0.160412,-0.275333,10.26155
-0.225055,-0.229843,10.14663
-0.222661,-0.248997,10.18015
-0.174777,-0.251391,10.13944
-0.265756,-0.258574,10.13466
-0.213084,-0.306458,10.18015
-0.208296,-0.318429,10.28788
-0.237026,-0.246603,10.20169
-0.184354,-0.296881,10.17296
-0.246603,-0.282516,10.13944
-0.229843,-0.270545,10.22803
-0.232238,-0.28491,10.12987
-0.177171,-0.318429,10.10353
-0.189142,-0.318429,10.27352
-0.28491,-0.196325,10.20648
-0.248997,-0.265756,10.24958
-0.215478,-0.251391,10.08917
-0.232238,-0.282516,10.1179
-0.203507,-0.318429,10.18254
-0.174777,-0.318429,10.20648
-0.277727,-0.304064,10.24239
-0.208296,-0.229843,10.13226
-0.251391,-0.244209,10.24
-0.213084,-0.316035,10.18493
-0.225055,-0.172383,10.09395
-0.203507,-0.325611,10.22564
-0.167594,-0.258574,10.16339
-0.174777,-0.299275,10.24
-0.265756,-0.296881,10.23042
-0.258574,-0.248997,10.24239
-0.172383,-0.270545,10.20169
-0.248997,-0.246603,10.26873
-0.232238,-0.246603,10.05565
-0.244209,-0.323217,10.09156
-0.234632,-0.280122,10.12747
-0.268151,-0.342371,10.15141
-0.227449,-0.306458,10.21366
-0.253785,-0.229843,10.2807
-0.246603,-0.263362,10.2807
-0.25618,-0.227449,10.1993
-0.248997,-0.304064,10.08198
-0.225055,-0.325611,10.0748
-0.280122,-0.260968,10.1586
-0.203507,-0.289698,10.18972
-0.222661,-0.272939,10.21845
-0.217872,-0.35913,10.18254
-0.19393,-0.328006,10.12268
-0.191536,-0.201113,10.13466
-0.167594,-0.342371,10.14423
-0.253785,-0.272939,10.10593
-0.227449,-0.361524,10.2831
-0.232238,-0.282516,10.16099
-0.234632,-0.323217,10.2807
-0.232238,-0.253785,10.13705
-0.129287,-0.311246,10.14184
-0.220267,-0.320823,10.09874
-0.232238,-0.268151,10.19451
-0.251391,-0.258574,10.23521
-0.23942,-0.299275,10.25197
-0.172383,-0.21069,10.25915
-0.222661,-0.308852,10.16339
-0.253785,-0.191536,10.08438
-0.275333,-0.237026,10.17536
-0.227449,-0.225055,10.15381
-0.136469,-0.289698,10.15141
-0.260968,-0.270545,10.23521
-0.234632,-0.308852,10.22564
-0.232238,-0.234632,10.13466
-0.227449,-0.320823,10.1562
-0.220267,-0.282516,10.17057
-0.227449,-0.222661,10.23042
-0.23942,-0.241814,10.17057
-0.177171,-0.306458,10.20409
-0.280122,-0.308852,10.29746
-0.316035,-0.246603,10.23042
-0.213084,-0.277727,10.08917
-0.244209,-0.277727,10.14663
-0.136469,-0.306458,10.20888
-0.213084,-0.248997,10.21845
-0.215478,-0.282516,10.16339
-0.258574,-0.318429,10.26155
-0.272939,-0.318429,10.21606
-0.220267,-0.229843,10.1562
-0.203507,-0.311246,10.12508
-0.237026,-0.275333,10.16099
