-0.622492,-0.265756,10.00537
-0.562637,-0.3304,10.01016
-0.610521,-0.213084,10.35253
-0.507571,-0.196325,10.57279
-0.354342,-0.399832,10.42914
-0.347159,-0.332794,10.26155
-0.462081,-0.337582,9.955091
-0.407014,-0.373495,10.06283
-0.42138,-0.435745,10.06762
-0.505177,-0.347159,10.12747
-0.756568,-0.280122,10.29267
-0.653617,-0.318429,10.7356
-0.502782,-0.23942,10.54646
-0.318429,-0.373495,10.08198
-0.548272,-0.253785,9.821015
-0.512359,-0.292093,10.40281
-0.45011,-0.232238,10.47224
-0.509965,-0.265756,10.38365
-0.354342,-0.454898,10.06522
-0.555455,-0.411803,9.617508
-0.533907,-0.447716,9.983821
-0.536301,-0.435745,10.49139
-0.577003,-0.248997,10.63026
-0.586579,-0.241814,10.61828
-0.416591,-0.237026,10.38844
-0.483629,-0.349553,10.28788
-0.442927,-0.294487,9.73243
-0.344765,-0.294487,9.811439
-0.418985,-0.380678,10.57519
-0.610521,-0.296881,10.73081
-0.663194,-0.323217,10.18972
-0.605733,-0.296881,9.710882
-0.560243,-0.304064,9.828198
-0.584185,-0.342371,10.18015
-0.579397,-0.316035,10.80743
-0.52433,-0.251391,10.66138
-0.380678,-0.316035,10.26634
-0.347159,-0.308852,9.993398
-0.347159,-0.301669,9.947908
-0.584185,-0.258574,9.849746
-0.500388,-0.258574,9.979033
-0.608127,-0.426168,10.72842
-0.423774,-0.414197,10.5704
-0.548272,-0.282516,10.22085
-0.641646,-0.323217,9.91439
-0.624887,-0.196325,10.06522
-0.610521,-0.25618,10.58955
-0.514753,-0.272939,10.55843
-0.342371,-0.304064,10.55843
-0.363919,-0.414197,10.12747
-0.308852,-0.395043,10.01016
-0.335188,-0.399832,9.950302
-0.464475,-0.325611,9.873688
-0.557849,-0.354342,10.14184
-0.639252,-0.35913,10.72842
-0.560243,-0.35913,10.76433
-0.383072,-0.342371,10.15381
-0.531513,-0.318429,9.849746
-0.555455,-0.244209,10.11071
-0.600945,-0.277727,10.5273
-0.533907,-0.246603,10.45069
-0.3304,-0.402226,10.07959
-0.423774,-0.347159,9.895236
-0.567426,-0.37589,9.873688
-0.52433,-0.407014,10.13705
-0.596156,-0.299275,10.21366
-0.610521,-0.275333,10.43154
-0.608127,-0.294487,10.67335
-0.454898,-0.287304,10.66138
-0.483629,-0.205901,9.935937
-0.325611,-0.306458,9.730036
-0.483629,-0.366313,10.18493
-0.651223,-0.25618,10.6542
-0.553061,-0.390255,10.38844
-0.567426,-0.248997,9.911995
-0.543484,-0.342371,9.849746
-0.651223,-0.306458,10.1155
-0.691924,-0.371101,10.58716
-0.529119,-0.289698,10.51773
-0.42138,-0.217872,10.33337
-0.299275,-0.320823,10.27352
-0.304064,-0.318429,10.29267
-0.500388,-0.299275,10.02931
