-0.476446,-0.299275,10.06283
-0.445322,-0.339977,10.18972
-0.452504,-0.325611,10.11071
-0.519542,-0.363919,10.1993
-0.490811,-0.363919,10.17536
-0.493206,-0.323217,10.17775
-0.469264,-0.361524,10.09156
-0.464475,-0.294487,10.06522
-0.529119,-0.275333,10.09395
-0.543484,-0.268151,10.26873
-0.529119,-0.304064,10.18493
-0.464475,-0.349553,10.25676
-0.581791,-0.332794,9.991004
-0.497994,-0.320823,10.13944
-0.433351,-0.339977,10.14184
-0.445322,-0.3304,10.21845
-0.497994,-0.277727,10.1155
-0.469264,-0.373495,10.12508
-0.52433,-0.28491,10.1179
-0.469264,-0.399832,10.12747
-0.596156,-0.328006,10.1179
-0.486023,-0.380678,10.23042
-0.565032,-0.282516,10.18493
-0.529119,-0.390255,10.22324
-0.562637,-0.31364,10.05804
-0.488417,-0.411803,10.17536
-0.581791,-0.292093,10.14184
-0.464475,-0.318429,10.13226
-0.577003,-0.385466,10.12268
-0.490811,-0.390255,10.21366
-0.521936,-0.349553,10.09874
-0.4956,-0.387861,10.00058
-0.483629,-0.337582,10.10832
-0.466869,-0.344765,10.12268
-0.483629,-0.356736,10.21366
-0.462081,-0.407014,10.18733
-0.500388,-0.277727,10.09156
-0.469264,-0.308852,10.20888
-0.488417,-0.395043,10.12987
-0.553061,-0.335188,10.21366
-0.481235,-0.344765,10.23282
-0.490811,-0.31364,10.13944
-0.565032,-0.277727,10.09874
-0.423774,-0.366313,10.13466
-0.509965,-0.308852,10.13944
-0.538695,-0.265756,10.08677
-0.45011,-0.383072,10.22085
-0.483629,-0.311246,10.02931
-0.466869,-0.414197,10.10593
-0.466869,-0.328006,9.967062
-0.533907,-0.296881,10.30464
-0.47884,-0.237026,10.05565
-0.555455,-0.296881,10.17057
-0.565032,-0.28491,10.12987
-0.490811,-0.311246,10.20888
-0.526724,-0.277727,10.1586
-0.469264,-0.392649,10.29267
-0.545878,-0.294487,10.21366
-0.502782,-0.37589,10.15141
-0.502782,-0.332794,10.13944
-0.52433,-0.344765,10.15141
-0.548272,-0.3304,10.13705
-0.45011,-0.320823,10.18733
-0.517148,-0.306458,10.12268
-0.481235,-0.311246,10.10114
-0.483629,-0.35913,10.13466
-0.452504,-0.438139,10.15381
-0.497994,-0.308852,10.17296
-0.454898,-0.361524,10.13705
-0.560243,-0.306458,10.05325
-0.454898,-0.399832,10.24479
-0.54109,-0.320823,10.20888
-0.457293,-0.356736,10.18972
-0.521936,-0.253785,10.13944
-0.476446,-0.351948,10.1155
-0.514753,-0.332794,10.20409
-0.500388,-0.282516,10.05804
-0.438139,-0.304064,10.15141
-0.507571,-0.268151,10.11071
-0.488417,-0.397437,10.13944
-0.440533,-0.361524,10.08677
-0.476446,-0.371101,10.12029
-0.538695,-0.308852,10.05565
-0.507571,-0.332794,10.3238
-0.497994,-0.318429,10.2831
-0.426168,-0.332794,10.30464
-0.519542,-0.31364,10.06044
-0.517148,-0.280122,10.06283
-0.490811,-0.299275,10.09156
-0.474052,-0.299275,10.23761
-0.474052,-0.347159,10.26155
-0.47884,-0.304064,10.15141
-0.481235,-0.260968,10.05086
-0.416591,-0.337582,10.1155
-0.538695,-0.280122,10.11311
-0.426168,-0.361524,10.16099
-0.4956,-0.325611,10.08677
-0.454898,-0.385466,10.25197
-0.471658,-0.311246,10.1586
-0.493206,-0.395043,10.21366
-0.603339,-0.265756,10.01734
-0.416591,-0.392649,10.24
-0.512359,-0.280122,10.10832
-0.488417,-0.347159,10.20888
-0.586579,-0.265756,9.981427
-0.521936,-0.332794,10.26634
-0.555455,-0.294487,10.09156
-0.469264,-0.323217,10.16578
-0.493206,-0.299275,10.23042
-0.474052,-0.339977,10.16099
-0.531513,-0.311246,10.06762
-0.471658,-0.356736,10.05565
-0.529119,-0.282516,10.10832
-0.395043,-0.332794,10.06762
-0.581791,-0.349553,10.13944
-0.514753,-0.380678,10.23761
-0.572214,-0.28491,10.12029
-0.493206,-0.316035,10.1562
-0.486023,-0.287304,10.17536
-0.507571,-0.335188,10.07241
-0.490811,-0.349553,10.14423
-0.493206,-0.351948,10.0748
-0.493206,-0.294487,10.22564
-0.47884,-0.318429,10.13466
-0.531513,-0.318429,10.26634
-0.548272,-0.311246,10.12508
-0.457293,-0.397437,10.20169
-0.529119,-0.325611,9.940725
-0.466869,-0.35913,10.23282
-0.550666,-0.344765,10.12268
-0.493206,-0.392649,10.29746
-0.555455,-0.287304,9.991004
-0.454898,-0.296881,10.32859
-0.548272,-0.203507,10.12508
-0.47884,-0.328006,10.22085
-0.521936,-0.301669,10.09874
-0.4956,-0.342371,10.17057
-0.54109,-0.328006,10.16099
-0.548272,-0.325611,10.21366
-0.507571,-0.323217,10.0772
-0.509965,-0.311246,10.1155
-0.562637,-0.328006,10.06522
-0.407014,-0.304064,10.21366
-0.54109,-0.229843,10.12268
-0.430956,-0.423774,10.16578
-0.553061,-0.301669,10.12029
